Timestamp,UID/n2024-05-01 16:47:11,0xD3E5DA19,Granted
2024-05-01 16:47:17,0xC3032B0E,Denied
2024-05-01 16:48:26,0xD3E5DA19,Granted
2024-05-01 16:48:32,0xC3032B0E,Denied
2024-05-01 16:48:34,0xC3032B0E,Denied
2024-05-01 16:48:40,0xD3E5DA19,Granted
2024-05-01 16:48:42,0xD3E5DA19,Granted
2024-05-01 22:20:43,0xD3E5DA19,Granted
2024-05-01 22:20:59,0xC3032B0E,Denied
2024-05-01 22:21:02,0xD3E5DA19,Granted
2024-05-01 22:21:05,0xC3032B0E,Denied
2024-05-01 22:32:14,0xD3E5DA19,Granted
2024-05-01 22:32:16,0xD3E5DA19,Granted
2024-05-01 22:32:19,0xC3032B0E,Denied
2024-05-01 22:32:21,0xC3032B0E,Denied
2024-05-01 22:32:23,0xD3E5DA19,Granted
2024-05-01 22:32:26,0xC3032B0E,Denied
2024-05-04 11:30:29,0xC3032B0E,Denied
2024-05-04 11:30:40,0xD3E5DA19,Granted
2024-05-04 11:30:46,0xC3032B0E,Denied
2024-05-04 11:39:10,0xC3032B0E,Denied
2024-05-04 11:53:29,0xC3032B0E,Denied
2024-05-04 11:54:57,0xC3032B0E,Denied
2024-05-04 11:55:02,0xD3E5DA19,Granted
2024-05-04 12:09:47,0xC3032B0E,Denied
2024-05-04 12:16:55,0xC3032B0E,Denied
2024-05-04 12:23:14,0xC3032B0E,Denied
2024-05-04 12:24:15,0xD3E5DA19,Granted
2024-05-04 12:27:18,0xC3032B0E,Denied
2024-05-04 12:31:05,0xC3032B0E,Denied
2024-05-04 12:33:05,0xC3032B0E,Denied
2024-05-04 12:38:34,0xC3032B0E,Denied
2024-05-04 12:39:43,0xC3032B0E,Denied
2024-05-04 12:39:46,0xC3032B0E,Denied
2024-05-04 12:39:48,0xC3032B0E,Denied
2024-05-04 12:41:21,0xC3032B0E,Denied
2024-05-04 12:42:18,0xD3E5DA19,Granted
2024-05-04 12:42:27,0xD3E5DA19,Granted
2024-05-04 12:44:42,0x49EF1969,Denied
2024-05-04 12:45:05,0x39763C65,Denied
2024-05-04 12:45:48,0x899C4C65,Denied
2024-05-04 12:58:10,0xC3032B0E,Denied
2024-05-04 12:59:32,0xC3032B0E,Denied
2024-05-04 13:00:07,0xC3032B0E,Denied
2024-05-04 13:00:56,0xC3032B0E,Denied
2024-05-04 13:03:37,0xC3032B0E,Denied
2024-05-04 13:04:57,0xD3E5DA19,Granted
2024-05-04 13:05:20,0xC3032B0E,Denied
2024-05-04 13:05:22,0xC3032B0E,Denied
2024-05-04 13:08:19,0xC3032B0E,Denied
2024-05-04 13:09:36,0xC3032B0E,Denied
2024-05-04 13:09:55,0xC3032B0E,Denied
2024-05-04 13:10:12,0xC3032B0E,Denied
2024-05-04 13:10:15,0xC3032B0E,Denied
2024-05-04 13:12:47,0xC3032B0E,Denied
2024-05-04 13:13:43,0xC3032B0E,Denied
2024-05-04 13:14:57,0xC3032B0E,Denied
2024-05-04 13:15:18,0xC3032B0E,Denied
2024-05-04 13:15:39,0xC3032B0E,Denied
2024-05-04 13:16:27,0xC3032B0E,denied
2024-05-04 13:18:55,0xC3032B0E,denied
2024-05-04 13:20:33,0xC3032B0E,denied
2024-05-04 13:23:36,0xC3032B0E,Denied
2024-05-04 13:24:09,0xC3032B0E,Denied
2024-05-04 13:24:33,0xC3032B0E,Denied
2024-05-04 13:25:04,0xC3032B0E,Denied
2024-05-04 13:25:59,0xC3032B0E,Denied
2024-05-04 13:26:24,0xC3032B0E,Denied
2024-05-04 13:26:48,0xC3032B0E,Denied
2024-05-04 13:27:07,0xD3E5DA19,Granted
2024-05-04 13:28:45,0xC3032B0E,Fail
2024-05-04 13:28:51,0xD3E5DA19,Success
2024-05-04 13:35:09,0xD3E5DA19,Success
2024-05-04 13:35:11,0xD3E5DA19,Success
